transactionID,reference,amount,description
TXN-100526,REF-100526,5000,System Record (Clean Data)
TXN-100527,REF-100527,200,System Record (Clean Data)
TXN-100528,REF-100528,200,System Record (Clean Data)
TXN-100529,REF-100529,2500,System Record (Clean Data)
TXN-100530,REF-100530,1000,System Record (Clean Data)
TXN-100531,REF-100531,5000,System Record (Clean Data)
TXN-100532,REF-100532,500,System Record (Clean Data)
TXN-100533,REF-100533,10000,System Record (Clean Data)
TXN-100534,REF-100534,5000,System Record (Clean Data)
TXN-100535,REF-100535,2500,System Record (Clean Data)
TXN-100536,REF-100536,100,System Record (Clean Data)
TXN-100537,REF-100537,500,System Record (Clean Data)
TXN-100538,REF-100538,100,System Record (Clean Data)
TXN-100539,REF-100539,2500,System Record (Clean Data)
TXN-100540,REF-100540,10000,System Record (Clean Data)
TXN-100541,REF-100541,5000,System Record (Clean Data)
TXN-100542,REF-100542,100,System Record (Clean Data)
TXN-100543,REF-100543,200,System Record (Clean Data)
TXN-100544,REF-100544,100,System Record (Clean Data)
TXN-100545,REF-100545,200,System Record (Clean Data)
TXN-100546,REF-100546,5000,System Record (Clean Data)
TXN-100547,REF-100547,1000,System Record (Clean Data)
TXN-100548,REF-100548,5000,System Record (Clean Data)
TXN-100549,REF-100549,2500,System Record (Clean Data)
TXN-100550,REF-100550,500,System Record (Clean Data)
TXN-100551,REF-100551,2500,System Record (Clean Data)
TXN-100552,REF-100552,1000,System Record (Clean Data)
TXN-100553,REF-100553,200,System Record (Clean Data)
TXN-100554,REF-100554,500,System Record (Clean Data)
TXN-100555,REF-100555,500,System Record (Clean Data)
TXN-100556,REF-100556,200,System Record (Clean Data)
TXN-100557,REF-100557,500,System Record (Clean Data)
TXN-100558,REF-100558,500,System Record (Clean Data)
TXN-100559,REF-100559,1000,System Record (Clean Data)
TXN-100560,REF-100560,2500,System Record (Clean Data)
TXN-100561,REF-100561,2500,System Record (Clean Data)
TXN-100562,REF-100562,5000,System Record (Clean Data)
TXN-100563,REF-100563,500,System Record (Clean Data)
TXN-100564,REF-100564,10000,System Record (Clean Data)
TXN-100565,REF-100565,100,System Record (Clean Data)
TXN-100566,REF-100566,10000,System Record (Clean Data)
TXN-100567,REF-100567,5000,System Record (Clean Data)
TXN-100568,REF-100568,100,System Record (Clean Data)
TXN-100569,REF-100569,500,System Record (Clean Data)
TXN-100570,REF-100570,5000,System Record (Clean Data)
TXN-100571,REF-100571,100,System Record (Clean Data)
TXN-100572,REF-100572,200,System Record (Clean Data)
TXN-100573,REF-100573,5000,System Record (Clean Data)
TXN-100574,REF-100574,200,System Record (Clean Data)
TXN-100575,REF-100575,2500,System Record (Clean Data)
TXN-100576,REF-100576,5000,System Record (Clean Data)
TXN-100577,REF-100577,500,System Record (Clean Data)
TXN-100578,REF-100578,5000,System Record (Clean Data)
TXN-100579,REF-100579,500,System Record (Clean Data)
TXN-100580,REF-100580,100,System Record (Clean Data)
TXN-100581,REF-100581,500,System Record (Clean Data)
TXN-100582,REF-100582,1000,System Record (Clean Data)
TXN-100583,REF-100583,100,System Record (Clean Data)
TXN-100584,REF-100584,10000,System Record (Clean Data)
TXN-100585,REF-100585,2500,System Record (Clean Data)
TXN-100586,REF-100586,10000,System Record (Clean Data)
TXN-100587,REF-100587,10000,System Record (Clean Data)
TXN-100588,REF-100588,200,System Record (Clean Data)
TXN-100589,REF-100589,5000,System Record (Clean Data)
TXN-100590,REF-100590,500,System Record (Clean Data)
TXN-100591,REF-100591,1000,System Record (Clean Data)
TXN-100592,REF-100592,2500,System Record (Clean Data)
TXN-100593,REF-100593,1000,System Record (Clean Data)
TXN-100594,REF-100594,500,System Record (Clean Data)
TXN-100595,REF-100595,500,System Record (Clean Data)
TXN-100596,REF-100596,200,System Record (Clean Data)
TXN-100597,REF-100597,500,System Record (Clean Data)
TXN-100598,REF-100598,10000,System Record (Clean Data)
TXN-100599,REF-100599,5000,System Record (Clean Data)
TXN-100600,REF-100600,2500,System Record (Clean Data)
TXN-100601,REF-100601,1000,System Record (Clean Data)
TXN-100602,REF-100602,2500,System Record (Clean Data)
TXN-100603,REF-100603,2500,System Record (Clean Data)
TXN-100604,REF-100604,500,System Record (Clean Data)
TXN-100605,REF-100605,1000,System Record (Clean Data)
TXN-100606,REF-100606,10000,System Record (Clean Data)
TXN-100607,REF-100607,10000,System Record (Clean Data)
TXN-100608,REF-100608,5000,System Record (Clean Data)
TXN-100609,REF-100609,500,System Record (Clean Data)
TXN-100610,REF-100610,1000,System Record (Clean Data)
TXN-100611,REF-100611,2500,System Record (Clean Data)
TXN-100612,REF-100612,500,System Record (Clean Data)
TXN-100613,REF-100613,10000,System Record (Clean Data)
TXN-100614,REF-100614,500,System Record (Clean Data)
TXN-100615,REF-100615,200,System Record (Clean Data)
TXN-100616,REF-100616,1000,System Record (Clean Data)
TXN-100617,REF-100617,100,System Record (Clean Data)
TXN-100618,REF-100618,500,System Record (Clean Data)
TXN-100619,REF-100619,2500,System Record (Clean Data)
TXN-100620,REF-100620,500,System Record (Clean Data)
TXN-100621,REF-100621,5000,System Record (Clean Data)
TXN-100622,REF-100622,100,System Record (Clean Data)
TXN-100623,REF-100623,2500,System Record (Clean Data)
TXN-100624,REF-100624,500,System Record (Clean Data)
TXN-100625,REF-100625,200,System Record (Clean Data)
TXN-100626,REF-100626,10000,System Record (Clean Data)
TXN-100627,REF-100627,2500,System Record (Clean Data)
TXN-100628,REF-100628,1000,System Record (Clean Data)
TXN-100629,REF-100629,100,System Record (Clean Data)
TXN-100630,REF-100630,1000,System Record (Clean Data)
TXN-100631,REF-100631,2500,System Record (Clean Data)
TXN-100632,REF-100632,500,System Record (Clean Data)
TXN-100633,REF-100633,200,System Record (Clean Data)
TXN-100634,REF-100634,10000,System Record (Clean Data)
TXN-100635,REF-100635,200,System Record (Clean Data)
TXN-100636,REF-100636,10000,System Record (Clean Data)
TXN-100637,REF-100637,5000,System Record (Clean Data)
TXN-100638,REF-100638,10000,System Record (Clean Data)
TXN-100639,REF-100639,10000,System Record (Clean Data)
TXN-100640,REF-100640,10000,System Record (Clean Data)
TXN-100641,REF-100641,200,System Record (Clean Data)
TXN-100642,REF-100642,2500,System Record (Clean Data)
TXN-100643,REF-100643,500,System Record (Clean Data)
TXN-100644,REF-100644,200,System Record (Clean Data)
TXN-100645,REF-100645,500,System Record (Clean Data)
TXN-100646,REF-100646,1000,System Record (Clean Data)
TXN-100647,REF-100647,1000,System Record (Clean Data)
TXN-100648,REF-100648,1000,System Record (Clean Data)
TXN-100649,REF-100649,10000,System Record (Clean Data)
TXN-100650,REF-100650,1000,System Record (Clean Data)
TXN-100651,REF-100651,10000,System Record (Clean Data)
TXN-100652,REF-100652,5000,System Record (Clean Data)
TXN-100653,REF-100653,100,System Record (Clean Data)
TXN-100654,REF-100654,100,System Record (Clean Data)
TXN-100655,REF-100655,200,System Record (Clean Data)
TXN-100656,REF-100656,5000,System Record (Clean Data)
TXN-100657,REF-100657,100,System Record (Clean Data)
TXN-100658,REF-100658,2500,System Record (Clean Data)
TXN-100659,REF-100659,500,System Record (Clean Data)
TXN-100660,REF-100660,10000,System Record (Clean Data)
TXN-100661,REF-100661,10000,System Record (Clean Data)
TXN-100662,REF-100662,5000,System Record (Clean Data)
TXN-100663,REF-100663,200,System Record (Clean Data)
TXN-100664,REF-100664,10000,System Record (Clean Data)
TXN-100665,REF-100665,10000,System Record (Clean Data)
TXN-100666,REF-100666,5000,System Record (Clean Data)
TXN-100667,REF-100667,10000,System Record (Clean Data)
TXN-100668,REF-100668,5000,System Record (Clean Data)
TXN-100669,REF-100669,5000,System Record (Clean Data)
TXN-100670,REF-100670,5000,System Record (Clean Data)
TXN-100671,REF-100671,500,System Record (Clean Data)
TXN-100672,REF-100672,5000,System Record (Clean Data)
TXN-100673,REF-100673,500,System Record (Clean Data)
TXN-100674,REF-100674,500,System Record (Clean Data)
TXN-100675,REF-100675,1000,System Record (Clean Data)
TXN-100676,REF-100676,1000,System Record (Clean Data)
TXN-100677,REF-100677,10000,System Record (Clean Data)
TXN-100678,REF-100678,1000,System Record (Clean Data)
TXN-100679,REF-100679,5000,System Record (Clean Data)
TXN-100680,REF-100680,1000,System Record (Clean Data)
TXN-100681,REF-100681,1000,System Record (Clean Data)
TXN-100682,REF-100682,200,System Record (Clean Data)
TXN-100683,REF-100683,100,System Record (Clean Data)
TXN-100684,REF-100684,1000,System Record (Clean Data)
TXN-100685,REF-100685,200,System Record (Clean Data)
TXN-100686,REF-100686,2500,System Record (Clean Data)
TXN-100687,REF-100687,2500,System Record (Clean Data)
TXN-100688,REF-100688,100,System Record (Clean Data)
TXN-100689,REF-100689,5000,System Record (Clean Data)
TXN-100690,REF-100690,100,System Record (Clean Data)
TXN-100691,REF-100691,500,System Record (Clean Data)
TXN-100692,REF-100692,2500,System Record (Clean Data)
TXN-100693,REF-100693,5000,System Record (Clean Data)
TXN-100694,REF-100694,100,System Record (Clean Data)
TXN-100695,REF-100695,500,System Record (Clean Data)
TXN-100696,REF-100696,500,System Record (Clean Data)
TXN-100697,REF-100697,10000,System Record (Clean Data)
TXN-100698,REF-100698,2500,System Record (Clean Data)
TXN-100699,REF-100699,100,System Record (Clean Data)
TXN-100700,REF-100700,200,System Record (Clean Data)
TXN-100701,REF-100701,2500,System Record (Clean Data)
TXN-100702,REF-100702,5000,System Record (Clean Data)
TXN-100703,REF-100703,100,System Record (Clean Data)
TXN-100704,REF-100704,200,System Record (Clean Data)
TXN-100705,REF-100705,1000,System Record (Clean Data)
TXN-100706,REF-100706,100,System Record (Clean Data)
TXN-100707,REF-100707,10000,System Record (Clean Data)
TXN-100708,REF-100708,2500,System Record (Clean Data)
TXN-100709,REF-100709,2500,System Record (Clean Data)
TXN-100710,REF-100710,1000,System Record (Clean Data)
TXN-100711,REF-100711,5000,System Record (Clean Data)
TXN-100712,REF-100712,5000,System Record (Clean Data)
TXN-100713,REF-100713,100,System Record (Clean Data)
TXN-100714,REF-100714,2500,System Record (Clean Data)
TXN-100715,REF-100715,100,System Record (Clean Data)
TXN-100716,REF-100716,500,System Record (Clean Data)
TXN-100717,REF-100717,10000,System Record (Clean Data)
TXN-100718,REF-100718,100,System Record (Clean Data)
TXN-100719,REF-100719,10000,System Record (Clean Data)
TXN-100720,REF-100720,500,System Record (Clean Data)
TXN-100721,REF-100721,500,System Record (Clean Data)
TXN-100722,REF-100722,2500,System Record (Clean Data)
TXN-100723,REF-100723,200,System Record (Clean Data)
TXN-100724,REF-100724,500,System Record (Clean Data)
TXN-100725,REF-100725,2500,System Record (Clean Data)
TXN-100726,REF-100726,500,System Record (Clean Data)
TXN-100727,REF-100727,10000,System Record (Clean Data)
TXN-100728,REF-100728,200,System Record (Clean Data)
TXN-100729,REF-100729,100,System Record (Clean Data)
TXN-100730,REF-100730,200,System Record (Clean Data)
TXN-100731,REF-100731,2500,System Record (Clean Data)
TXN-100732,REF-100732,500,System Record (Clean Data)
TXN-100733,REF-100733,10000,System Record (Clean Data)
TXN-100734,REF-100734,500,System Record (Clean Data)
TXN-100735,REF-100735,5000,System Record (Clean Data)
TXN-100736,REF-100736,100,System Record (Clean Data)
TXN-100737,REF-100737,10000,System Record (Clean Data)
TXN-100738,REF-100738,2500,System Record (Clean Data)
TXN-100739,REF-100739,1000,System Record (Clean Data)
TXN-100740,REF-100740,5000,System Record (Clean Data)
TXN-100741,REF-100741,500,System Record (Clean Data)
TXN-100742,REF-100742,500,System Record (Clean Data)
TXN-100743,REF-100743,2500,System Record (Clean Data)
TXN-100744,REF-100744,10000,System Record (Clean Data)
TXN-100745,REF-100745,200,System Record (Clean Data)
TXN-100746,REF-100746,1000,System Record (Clean Data)
TXN-100747,REF-100747,10000,System Record (Clean Data)
TXN-100748,REF-100748,500,System Record (Clean Data)
TXN-100749,REF-100749,5000,System Record (Clean Data)
TXN-100750,REF-100750,10000,System Record (Clean Data)
TXN-100751,REF-100751,200,System Record (Clean Data)
TXN-100752,REF-100752,10000,System Record (Clean Data)
TXN-100753,REF-100753,100,System Record (Clean Data)
TXN-100754,REF-100754,2500,System Record (Clean Data)
TXN-100755,REF-100755,500,System Record (Clean Data)
TXN-100756,REF-100756,500,System Record (Clean Data)
TXN-100757,REF-100757,2500,System Record (Clean Data)
TXN-100758,REF-100758,2500,System Record (Clean Data)
TXN-100759,REF-100759,2500,System Record (Clean Data)
TXN-100760,REF-100760,200,System Record (Clean Data)
TXN-100761,REF-100761,10000,System Record (Clean Data)
TXN-100762,REF-100762,2500,System Record (Clean Data)
TXN-100763,REF-100763,200,System Record (Clean Data)
TXN-100764,REF-100764,10000,System Record (Clean Data)
TXN-100765,REF-100765,1000,System Record (Clean Data)
TXN-100766,REF-100766,500,System Record (Clean Data)
TXN-100767,REF-100767,10000,System Record (Clean Data)
TXN-100768,REF-100768,2500,System Record (Clean Data)
TXN-100769,REF-100769,100,System Record (Clean Data)
TXN-100770,REF-100770,100,System Record (Clean Data)
TXN-100771,REF-100771,5000,System Record (Clean Data)
TXN-100772,REF-100772,1000,System Record (Clean Data)
TXN-100773,REF-100773,10000,System Record (Clean Data)
TXN-100774,REF-100774,10000,System Record (Clean Data)
TXN-100775,REF-100775,200,System Record (Clean Data)
TXN-100776,REF-100776,100,System Record (Clean Data)
TXN-100777,REF-100777,1000,System Record (Clean Data)
TXN-100778,REF-100778,500,System Record (Clean Data)
TXN-100779,REF-100779,2500,System Record (Clean Data)
TXN-100780,REF-100780,10000,System Record (Clean Data)
TXN-100781,REF-100781,500,System Record (Clean Data)
TXN-100782,REF-100782,10000,System Record (Clean Data)
TXN-100783,REF-100783,500,System Record (Clean Data)
TXN-100784,REF-100784,2500,System Record (Clean Data)
TXN-100785,REF-100785,200,System Record (Clean Data)
TXN-100786,REF-100786,100,System Record (Clean Data)
TXN-100787,REF-100787,100,System Record (Clean Data)
TXN-100788,REF-100788,10000,System Record (Clean Data)
TXN-100789,REF-100789,10000,System Record (Clean Data)
TXN-100790,REF-100790,200,System Record (Clean Data)
TXN-100791,REF-100791,500,System Record (Clean Data)
TXN-100792,REF-100792,5000,System Record (Clean Data)
TXN-100793,REF-100793,500,System Record (Clean Data)
TXN-100794,REF-100794,5000,System Record (Clean Data)
TXN-100795,REF-100795,2500,System Record (Clean Data)
TXN-100796,REF-100796,2500,System Record (Clean Data)
TXN-100797,REF-100797,200,System Record (Clean Data)
TXN-100798,REF-100798,10000,System Record (Clean Data)
TXN-100799,REF-100799,10000,System Record (Clean Data)
TXN-100800,REF-100800,200,System Record (Clean Data)
TXN-100801,REF-100801,500,System Record (Clean Data)
TXN-100802,REF-100802,1000,System Record (Clean Data)
TXN-100803,REF-100803,200,System Record (Clean Data)
TXN-100804,REF-100804,1000,System Record (Clean Data)
TXN-100805,REF-100805,200,System Record (Clean Data)
TXN-100806,REF-100806,5000,System Record (Clean Data)
TXN-100807,REF-100807,100,System Record (Clean Data)
TXN-100808,REF-100808,200,System Record (Clean Data)
TXN-100809,REF-100809,10000,System Record (Clean Data)
TXN-100810,REF-100810,5000,System Record (Clean Data)
TXN-100811,REF-100811,500,System Record (Clean Data)
TXN-100812,REF-100812,10000,System Record (Clean Data)
TXN-100813,REF-100813,10000,System Record (Clean Data)
TXN-100814,REF-100814,500,System Record (Clean Data)
TXN-100815,REF-100815,5000,System Record (Clean Data)
TXN-100816,REF-100816,10000,System Record (Clean Data)
TXN-100817,REF-100817,1000,System Record (Clean Data)
TXN-100818,REF-100818,100,System Record (Clean Data)
TXN-100819,REF-100819,1000,System Record (Clean Data)
TXN-100820,REF-100820,10000,System Record (Clean Data)
TXN-100821,REF-100821,2500,System Record (Clean Data)
TXN-100822,REF-100822,10000,System Record (Clean Data)
TXN-100823,REF-100823,10000,System Record (Clean Data)
TXN-100824,REF-100824,500,System Record (Clean Data)
TXN-100825,REF-100825,2500,System Record (Clean Data)
TXN-100826,REF-100826,5000,System Record (Clean Data)
TXN-100827,REF-100827,5000,System Record (Clean Data)
TXN-100828,REF-100828,100,System Record (Clean Data)
TXN-100829,REF-100829,5000,System Record (Clean Data)
TXN-100830,REF-100830,500,System Record (Clean Data)
TXN-100831,REF-100831,5000,System Record (Clean Data)
TXN-100832,REF-100832,2500,System Record (Clean Data)
TXN-100833,REF-100833,10000,System Record (Clean Data)
TXN-100834,REF-100834,10000,System Record (Clean Data)
TXN-100835,REF-100835,1000,System Record (Clean Data)
TXN-100836,REF-100836,200,System Record (Clean Data)
TXN-100837,REF-100837,500,System Record (Clean Data)
